,ChanIndx,CoarseChanNum,DriftRate,Freq,FreqEnd,FreqStart,FullNumHitsInRange,SNR,TopHitNum,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
106,577541,83,0.019133,1681.491838,1681.490209,1681.4934719999999,33598,11.782552,107,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
118,592351,83,0.019133,1681.450459,1681.44883,1681.4520940000002,33598,11.215336,119,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
140,346436,102,-3.855295,1626.473475,1626.4718460000001,1626.4751099999999,16582499,23.849405,141,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
141,358538,102,3.491769,1626.439663,1626.438034,1626.441297,16582499,18.540426,142,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
142,360325,102,-3.118676,1626.43467,1626.433041,1626.4363039999998,16582499,11.470751,143,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
144,362114,102,3.539601,1626.429671,1626.428043,1626.431306,16582499,13.000584,145,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
145,363725,102,0.440059,1626.42517,1626.4235410000001,1626.426805,16582499,12.38691,146,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
146,365216,102,3.549168,1626.421005,1626.419376,1626.4226390000001,16582499,21.507809,147,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
148,368469,102,-3.032577,1626.411916,1626.410287,1626.41355,16582499,30.475474,149,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
149,369214,102,0.841851,1626.409834,1626.4082050000002,1626.411469,16582499,21.637766,150,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
150,370585,102,3.683099,1626.406004,1626.404375,1626.4076380000001,16582499,17.910993,151,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
151,371302,102,-0.975782,1626.404,1626.402372,1626.405635,16582499,19.402007,152,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
152,403844,102,-3.577867,1626.313079,1626.31145,1626.314714,16582499,11.298703,153,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
153,406067,102,-3.817029,1626.306868,1626.305239,1626.308503,16582499,33.214986,154,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
154,408935,102,0.746186,1626.298855,1626.297226,1626.30049,16582499,10.20581,155,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
155,423660,102,0.564423,1626.257714,1626.256085,1626.259348,16582499,11.96317,156,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
156,426166,102,-0.975782,1626.250712,1626.249083,1626.252347,16582499,14.39494,157,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
157,427307,102,1.999396,1626.247524,1626.245895,1626.249159,16582499,12.984854,158,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
158,428413,102,-0.286995,1626.244434,1626.242805,1626.246069,16582499,14.984911,159,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
159,430628,102,-1.702835,1626.238246,1626.236617,1626.23988,16582499,11.36862,160,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
160,462662,102,-3.960527,1626.148744,1626.147115,1626.150378,16582499,22.256297,161,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
161,463444,102,-1.081013,1626.146559,1626.1449300000002,1626.148193,16582499,20.839451,162,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
162,464149,102,-1.999396,1626.144589,1626.14296,1626.146223,16582499,21.614407,163,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
164,468122,102,-0.373093,1626.133488,1626.13186,1626.135123,16582499,22.391096,165,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
165,483105,102,3.797896,1626.091626,1626.0899980000002,1626.093261,16582499,13.334363,166,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
168,487649,102,-1.023614,1626.078931,1626.077302,1626.080565,16582499,46.271945,169,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
171,491091,102,3.922261,1626.069314,1626.067685,1626.070948,16582499,45.868803,172,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
174,698353,102,3.730931,1625.490231,1625.488602,1625.491865,16582499,12.072864,175,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
175,699620,102,3.836162,1625.486691,1625.485062,1625.488325,16582499,13.135538,176,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
176,851746,102,-2.458588,1625.061655,1625.060027,1625.06329,16582499,13.750204,177,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
177,130536,103,-0.631388,1624.147005,1624.145376,1624.1486400000001,6282138,12.614836,178,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
178,160204,103,-3.443936,1624.064114,1624.062485,1624.065748,6282138,13.700692,179,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
179,174994,103,-3.922261,1624.022791,1624.021162,1624.024426,6282138,12.355342,180,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
180,200025,103,-2.994311,1623.952855,1623.951226,1623.95449,6282138,10.954794,181,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
181,212839,103,3.415237,1623.917053,1623.915425,1623.918688,6282138,11.158497,182,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
182,214293,103,-2.075928,1623.912991,1623.9113619999998,1623.914625,6282138,12.438541,183,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
185,290059,103,3.874428,1623.701303,1623.699674,1623.7029380000001,6282138,13.004561,186,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
186,297545,103,-1.951564,1623.680388,1623.678759,1623.682022,6282138,17.536891,187,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
187,306462,103,-2.468154,1623.655474,1623.6538449999998,1623.657108,6282138,17.666184,188,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
188,307654,103,-3.711798,1623.652143,1623.650515,1623.6537779999999,6282138,15.081566,189,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
189,312022,103,-3.692665,1623.639939,1623.63831,1623.641574,6282138,31.15581,190,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
190,314207,103,-2.104628,1623.633835,1623.632206,1623.635469,6282138,34.28358,191,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
191,316582,103,-3.970093,1623.627199,1623.62557,1623.628833,6282138,11.387136,192,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
192,341783,103,-3.95096,1623.556788,1623.555159,1623.558423,6282138,59.770036,193,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
193,367505,103,-3.998793,1623.484922,1623.483293,1623.486556,6282138,10.582737,194,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
194,371592,103,-3.989226,1623.473503,1623.471874,1623.475137,6282138,31.997524,195,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
195,385660,103,-3.252607,1623.434197,1623.432568,1623.4358320000001,6282138,13.628658,196,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
197,388721,103,-3.721365,1623.425645,1623.424016,1623.427279,6282138,53.676262,198,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
198,401411,103,-3.855295,1623.390189,1623.3885599999999,1623.391824,6282138,37.009924,199,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
199,403660,103,-3.989226,1623.383906,1623.382277,1623.38554,6282138,60.474767,200,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
201,785771,103,-3.577867,1622.3163,1622.314671,1622.317934,6282138,13.996059,202,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
202,801509,103,-3.711798,1622.272328,1622.2707,1622.273963,6282138,13.967858,203,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
203,816255,103,-3.740497,1622.231129,1622.2295,1622.232763,6282138,10.411995,204,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
204,846104,103,0.038266,1622.147731,1622.146103,1622.149366,6282138,10.444284,205,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
205,883525,103,-3.922261,1622.043178,1622.04155,1622.044813,6282138,13.037073,206,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
206,887513,103,0.554856,1622.032036,1622.030407,1622.0336710000001,6282138,24.826877,207,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
207,905636,103,-3.711798,1621.981401,1621.9797720000001,1621.983035,6282138,10.987942,208,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
208,105915,104,2.410755,1621.286108,1621.284479,1621.2877429999999,7872046,14.790991,209,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
209,116794,104,3.922261,1621.255713,1621.254084,1621.257347,7872046,82.002349,210,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
210,120788,104,-2.410755,1621.244553,1621.242925,1621.246188,7872046,16.417234,211,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
211,131650,104,3.176075,1621.214205,1621.212577,1621.21584,7872046,49.586446,212,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
213,195398,104,2.114194,1621.036096,1621.034467,1621.03773,7872046,12.325599,214,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
214,210009,104,0.612255,1620.995273,1620.993644,1620.996907,7872046,11.129037,215,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
215,225247,104,-2.678617,1620.952698,1620.9510699999998,1620.954333,7872046,56.206594,216,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
216,354828,104,-0.248729,1620.590653,1620.589024,1620.592288,7872046,90.470773,217,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
217,442008,104,-3.290872,1620.347075,1620.345446,1620.34871,7872046,37.781095,218,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
218,443980,104,-3.864862,1620.341565,1620.339937,1620.3432,7872046,60.384822,219,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
219,452272,104,-3.845729,1620.318398,1620.316769,1620.320032,7872046,24.36848,220,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
220,456366,104,-3.922261,1620.306959,1620.3053300000001,1620.3085939999999,7872046,26.242848,221,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
221,461217,104,-3.883995,1620.293406,1620.291777,1620.29504,7872046,17.856883,222,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
222,471463,104,-3.970093,1620.264779,1620.26315,1620.266413,7872046,34.613207,223,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
223,473576,104,-3.43437,1620.258875,1620.2572460000001,1620.26051,7872046,35.005854,224,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
224,486384,104,-3.539601,1620.22309,1620.2214609999999,1620.224725,7872046,52.296352,225,spliced_blc0001020304050607_guppi_58873_19681_TIC372757221_0076.gpuspec.0000.h5,TIC372757221,58873.227789351855,10h51m34.347s,81d19m19.771s,18.253611,-2.793968,,on_table_1,,0,0.0
