,ChanIndx,CoarseChanNum,DriftRate,Freq,FreqEnd,FreqStart,FullNumHitsInRange,SNR,TopHitNum,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
221,196407,104,1.549771,1621.033276,1621.0316480000001,1621.034911,859846,10.953498,222,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
222,221599,104,3.587434,1620.962891,1620.9612619999998,1620.964525,859846,17.396522,223,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
223,247570,104,0.54529,1620.890329,1620.8887,1620.891963,859846,23.158343,224,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
224,310208,104,3.673532,1620.71532,1620.713691,1620.716955,859846,18.741043,225,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
225,317155,104,-2.209859,1620.69591,1620.694282,1620.697545,859846,13.761766,226,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
226,324957,104,0.583556,1620.674112,1620.672483,1620.6757460000001,859846,12.318031,227,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
227,333981,104,-2.774282,1620.648899,1620.64727,1620.6505339999999,859846,11.594562,228,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
228,335032,104,-2.812548,1620.645963,1620.644334,1620.6475970000001,859846,12.452555,229,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
229,436698,104,-3.721365,1620.361911,1620.360282,1620.363546,859846,11.267431,230,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
230,437641,104,3.300439,1620.359276,1620.3576480000002,1620.360911,859846,10.854109,231,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
231,456646,104,-0.095665,1620.306177,1620.304548,1620.307812,859846,17.259112,232,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
232,457363,104,-3.893561,1620.304174,1620.302545,1620.305808,859846,19.300037,233,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
234,489784,104,0.679221,1620.213591,1620.2119619999999,1620.215225,859846,10.099232,235,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
235,501034,104,0.784452,1620.182158,1620.18053,1620.183793,859846,20.844805,236,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
237,511706,104,-3.644833,1620.152341,1620.1507119999999,1620.153976,859846,17.675907,238,spliced_blc0001020304050607_guppi_58873_23574_TIC349827430_0088.gpuspec.0000.h5,TIC349827430,58873.272847222222,10h47m38.151s,71d39m20.586s,18.253611,-2.793968,,on_table_1,,0,0.0
