,ChanIndx,CoarseChanNum,DriftRate,Freq,FreqEnd,FreqStart,FullNumHitsInRange,SNR,TopHitNum,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
211,241571,104,-0.220029,1620.90709,1620.9054609999998,1620.9087240000001,1849514,64.947215,212,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
212,253923,104,-3.845729,1620.872579,1620.87095,1620.874213,1849514,14.704607,213,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
213,255228,104,-1.023614,1620.868932,1620.8673039999999,1620.870567,1849514,11.814084,214,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
214,256554,104,0.009566,1620.865228,1620.863599,1620.8668619999999,1849514,14.11003,215,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
215,268525,104,-3.233474,1620.831781,1620.830152,1620.833416,1849514,11.775195,216,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
217,271678,104,2.975178,1620.822972,1620.821343,1620.8246060000001,1849514,19.166029,218,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
218,284976,104,1.339309,1620.785818,1620.784189,1620.787452,1849514,24.609148,219,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
219,286523,104,0.841851,1620.781495,1620.779866,1620.78313,1849514,22.838438,220,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
220,300884,104,-1.63587,1620.741371,1620.739742,1620.7430060000002,1849514,16.555313,221,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
221,302523,104,3.960527,1620.736792,1620.735163,1620.738426,1849514,19.434785,222,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
222,315817,104,-2.927346,1620.699649,1620.6980199999998,1620.701283,1849514,19.483421,223,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
223,317071,104,1.540205,1620.696145,1620.694516,1620.69778,1849514,11.963103,224,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
224,324756,104,-1.434973,1620.674673,1620.673045,1620.676308,1849514,14.353682,225,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
225,331717,104,-3.817029,1620.655225,1620.653596,1620.656859,1849514,21.405191,226,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
226,343903,104,3.290872,1620.621177,1620.6195480000001,1620.6228119999998,1849514,13.650602,227,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
227,344687,104,-3.807463,1620.618987,1620.617358,1620.620621,1849514,10.13475,228,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
228,347784,104,0.679221,1620.610334,1620.608705,1620.611968,1849514,11.34354,229,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
229,356583,104,3.070843,1620.58575,1620.584121,1620.587384,1849514,10.963039,230,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
230,358622,104,2.219426,1620.580053,1620.578424,1620.5816869999999,1849514,39.80465,231,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
231,361546,104,-1.463673,1620.571883,1620.570255,1620.573518,1849514,10.256621,232,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
232,376879,104,-1.234077,1620.529043,1620.527415,1620.5306779999999,1849514,13.963885,233,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
234,405943,104,-3.357838,1620.44784,1620.446211,1620.449474,1849514,10.377972,235,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
235,418405,104,-0.267862,1620.413021,1620.411392,1620.4146560000002,1849514,16.646503,236,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
236,433882,104,-1.913298,1620.369779,1620.36815,1620.371413,1849514,13.81081,237,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
