,Source,DriftRateMax,Nevent,FreqMid,DriftBW,DriftRates,Freqs,FileID,SNR
829,HIP21988,0.009566,1,1529.44334,0.0005,[-0.009566],[1529.44334],spliced_blc0001020304050607_guppi_57620_42991_Hip21988_0009.gpuspec.0000.h5,[18.488793]
830,HIP21988,0.009566,1,1530.749336,0.0005,[-0.009566],[1530.749336],spliced_blc0001020304050607_guppi_57620_42991_Hip21988_0009.gpuspec.0000.h5,[22.915713]
831,HIP21988,0.0,1,1532.131179,0.0005,[-0.],[1532.131179],spliced_blc0001020304050607_guppi_57620_42991_Hip21988_0009.gpuspec.0000.h5,[56.767687]
832,HIP21988,0.009566,1,1552.108401,0.0005,[-0.009566],[1552.108401],spliced_blc0001020304050607_guppi_57620_42991_Hip21988_0009.gpuspec.0000.h5,[13.083579]
833,HIP22627,0.009566,1,1553.016465,0.0005,[-0.009566],[1553.016465],spliced_blc0001020304050607_guppi_57620_47362_Hip22627_0021.gpuspec.0000.h5,[18.356646]
834,HIP22715,0.038266,1,1437.480815,0.0005,[-0.038266],[1437.480815],spliced_blc0001020304050607_guppi_57620_49460_Hip22715_0027.gpuspec.0000.h5,[11.356121]
835,HIP22715,0.009566,1,1529.556694,0.0005,[-0.009566],[1529.556694],spliced_blc0001020304050607_guppi_57620_49460_Hip22715_0027.gpuspec.0000.h5,[18.663001]
836,HIP22715,0.009566,1,1535.632716,0.0005,[-0.009566],[1535.632716],spliced_blc0001020304050607_guppi_57620_49460_Hip22715_0027.gpuspec.0000.h5,[63.400126]
837,HIP22715,0.009566,1,1552.336045,0.0005,[-0.009566],[1552.336045],spliced_blc0001020304050607_guppi_57620_49460_Hip22715_0027.gpuspec.0000.h5,[10.542721]
838,HIP21988,0.0,1,1558.8339999999994,0.0005,[-0.],[1558.834],spliced_blc0001020304050607_guppi_57620_42991_Hip21988_0009.gpuspec.0000.h5,[12.260087]
839,HIP677,0.009566,1,1552.09951,0.0005,[-0.009566],[1552.09951],spliced_blc0001020304050607_guppi_57622_37293_Hip677_0051.gpuspec.0000.h5,[25.412513]
840,HIP4845,0.009566,1,1436.674459,0.0005,[0.009566],[1436.674459],spliced_blc0001020304050607_guppi_57614_30431_Hip4845_0027.gpuspec.0000.h5,[31.903949]
841,HIP11565,0.009566,1,1550.278109,0.0005,[-0.009566],[1550.278109],spliced_blc0001020304050607_guppi_57599_42548_Hip11565_0009.gpuspec.0000.h5,[11.064364]
842,HIP11565,0.009566,1,1550.591066,0.0005,[-0.009566],[1550.591066],spliced_blc0001020304050607_guppi_57599_42548_Hip11565_0009.gpuspec.0000.h5,[10.66191]
843,HIP11565,0.009566,1,1551.267838,0.0005,[-0.009566],[1551.267838],spliced_blc0001020304050607_guppi_57599_42548_Hip11565_0009.gpuspec.0000.h5,[12.461196]
844,HIP11759,0.009566,1,1125.06653,0.0005,[-0.009566],[1125.06653],spliced_blc0001020304050607_guppi_57599_44580_Hip11759_0015.gpuspec.0000.h5,[15.693285]
845,HIP11759,0.009566,1,1552.1861310000006,0.0005,[-0.009566],[1552.186131],spliced_blc0001020304050607_guppi_57599_44580_Hip11759_0015.gpuspec.0000.h5,[92.062348]
846,HIP12843,0.009566,1,1527.363217,0.0005,[-0.009566],[1527.363217],spliced_blc0001020304050607_guppi_57599_46632_Hip12843_0021.gpuspec.0000.h5,[16.203123]
847,HIP22263,0.019133,1,1559.57633,0.0005,[0.019133],[1559.57633],spliced_blc0001020304050607_guppi_57599_51103_Hip22263_0033.gpuspec.0000.h5,[41.241867]
848,HIP22263,0.009566,1,1559.940417,0.0005,[-0.009566],[1559.940417],spliced_blc0001020304050607_guppi_57599_51103_Hip22263_0033.gpuspec.0000.h5,[26.097412]
849,HIP22263,0.009566,1,1560.00954,0.0005,[-0.009566],[1560.00954],spliced_blc0001020304050607_guppi_57599_51103_Hip22263_0033.gpuspec.0000.h5,[25.934934]
850,HIP91430,0.019133,1,1419.996894,0.0005,[0.019133],[1419.996894],spliced_blc0001020304050607_guppi_57598_12754_Hip91430_0045.gpuspec.0000.h5,[18.20484]
851,HIP91430,0.009566,1,1573.765987,0.0005,[0.009566],[1573.765987],spliced_blc0001020304050607_guppi_57598_12754_Hip91430_0045.gpuspec.0000.h5,[10.101861]
852,HIP91430,0.009566,1,1574.159986,0.0005,[0.009566],[1574.159986],spliced_blc0001020304050607_guppi_57598_12754_Hip91430_0045.gpuspec.0000.h5,[10.542799]
853,HIP45493,0.009566,1,1530.956327,0.0005,[-0.009566],[1530.956327],spliced_blc0001020304050607_guppi_57599_55512_Hip45493_0045.gpuspec.0000.h5,[15.902196]
854,HIP91430,0.009566,1,1574.694986,0.0005,[0.009566],[1574.694986],spliced_blc0001020304050607_guppi_57598_12754_Hip91430_0045.gpuspec.0000.h5,[10.547146]
855,HIP97222,0.009566,1,1552.322287,0.0005,[0.009566],[1552.322287],spliced_blc0001020304050607_guppi_57676_81652_HIP97222_0039.gpuspec.0000.h5,[12.261356]
856,HIP97222,0.009566,1,1527.281927,0.0005,[0.009566],[1527.281927],spliced_blc0001020304050607_guppi_57683_77456_HIP97222_0033.gpuspec.0000.h5,[45.673353]
857,HIP97222,0.019133,1,1533.30623,0.0005,[0.019133],[1533.30623],spliced_blc0001020304050607_guppi_57683_77456_HIP97222_0033.gpuspec.0000.h5,[11.808608]
858,HIP97222,0.009566,1,1547.783769,0.0005,[0.009566],[1547.783769],spliced_blc0001020304050607_guppi_57683_77456_HIP97222_0033.gpuspec.0000.h5,[11.30595]
859,HIP43534,0.019133,1,1681.434323,0.0005,[-0.019133],[1681.434323],spliced_blc0001020304050607_guppi_57598_75115_Hip43534_0033.gpuspec.0000.h5,[14.922459]
860,HIP97222,0.009566,1,1547.228266,0.0005,[0.009566],[1547.228266],spliced_blc0001020304050607_guppi_57665_00245_HIP97222_0045.gpuspec.0000.h5,[14.434277]
861,HIP45493,0.009566,1,1540.311062,0.0005,[-0.009566],[1540.311062],spliced_blc0001020304050607_guppi_57599_55512_Hip45493_0045.gpuspec.0000.h5,[33.13026]
862,HIP108036,0.08609800000000001,1,1449.97928,0.0005,[0.086098],[1449.97928],spliced_blc0001020304050607_guppi_57601_21057_Hip108036_0009.gpuspec.0000.h5,[30.199286]
863,HIP27288,0.009566,1,1527.413741,0.0005,[-0.009566],[1527.413741],spliced_blc0001020304050607_guppi_57606_58511_Hip27288_0051.gpuspec.0000.h5,[25.315914]
864,HIP27288,0.009566,1,1529.484565,0.0005,[-0.009566],[1529.484565],spliced_blc0001020304050607_guppi_57606_58511_Hip27288_0051.gpuspec.0000.h5,[32.539789]
865,HIP21029,0.009566,1,1532.160765,0.0005,[-0.009566],[1532.160765],spliced_blc0001020304050607_guppi_57613_43510_Hip21029_0003.gpuspec.0000.h5,[21.72426]
866,HIP21039,0.009566,1,1554.237932,0.0005,[-0.009566],[1554.237932],spliced_blc0001020304050607_guppi_57613_47853_Hip21039_0015.gpuspec.0000.h5,[138.006977]
867,HIP21421,0.009566,1,1551.105489,0.0005,[-0.009566],[1551.105489],spliced_blc0001020304050607_guppi_57613_50014_Hip21421_0021.gpuspec.0000.h5,[17.35128]
868,HIP21482,0.009566,1,1526.898941,0.0005,[-0.009566],[1526.898941],spliced_blc0001020304050607_guppi_57613_52177_Hip21482_0027.gpuspec.0000.h5,[39.753004]
869,GJ244,0.019133,1,1559.248371,0.0005,[0.019133],[1559.248371],spliced_blc0001020304050607_guppi_57606_56448_Gj244_0045.gpuspec.0000.h5,[29.076096]
870,HIP32010,0.009566,1,1530.94115,0.0005,[-0.009566],[1530.94115],spliced_blc0001020304050607_guppi_57613_56556_Hip32010_0039.gpuspec.0000.h5,[37.59602]
871,HIP32617,0.009566,1,1527.3828529999994,0.0005,[-0.009566],[1527.382853],spliced_blc0001020304050607_guppi_57613_60945_Hip32617_0051.gpuspec.0000.h5,[68.367635]
872,HIP32617,0.009566,1,1554.878491,0.0005,[-0.009566],[1554.878491],spliced_blc0001020304050607_guppi_57613_60945_Hip32617_0051.gpuspec.0000.h5,[12.072062]
873,HIP32010,0.009566,1,1557.133952,0.0005,[-0.009566],[1557.133952],spliced_blc0001020304050607_guppi_57613_56556_Hip32010_0039.gpuspec.0000.h5,[12.083274]
874,HIP4845,0.009566,1,1435.295781,0.0005,[0.009566],[1435.295781],spliced_blc0001020304050607_guppi_57614_30431_Hip4845_0027.gpuspec.0000.h5,[12.581597]
875,GJ244,0.038266,1,1558.737449,0.0005,[-0.038266],[1558.737449],spliced_blc0001020304050607_guppi_57606_56448_Gj244_0045.gpuspec.0000.h5,[1367.172063]
876,GJ244,0.009566,1,1548.636971,0.0005,[-0.009566],[1548.636971],spliced_blc0001020304050607_guppi_57606_56448_Gj244_0045.gpuspec.0000.h5,[108.158644]
877,HIP108036,0.009566,1,1535.89234,0.0005,[0.009566],[1535.89234],spliced_blc0001020304050607_guppi_57601_21057_Hip108036_0009.gpuspec.0000.h5,[16.593222]
878,HIP109638,0.009566,1,1681.4216760000006,0.0005,[-0.009566],[1681.421676],spliced_blc0001020304050607_guppi_57601_25588_Hip109638_0021.gpuspec.0000.h5,[18.90819]
879,HIP46199,0.009566,1,1542.3505189999994,0.0005,[-0.009566],[1542.350519],spliced_blc0001020304050607_guppi_57605_62662_Hip46199_0003.gpuspec.0000.h5,[25.053326]
880,HIP46199,0.009566,1,1549.773482,0.0005,[-0.009566],[1549.773482],spliced_blc0001020304050607_guppi_57605_62662_Hip46199_0003.gpuspec.0000.h5,[10.584809]
881,HIP46417,0.009566,1,1529.588588,0.0005,[-0.009566],[1529.588588],spliced_blc0001020304050607_guppi_57605_67064_Hip46417_0016.gpuspec.0000.h5,[16.623088]
882,HIP46417,0.009566,1,1537.526149,0.0005,[-0.009566],[1537.526149],spliced_blc0001020304050607_guppi_57605_67064_Hip46417_0016.gpuspec.0000.h5,[1410.17445]
883,HIP46733,0.0,1,1534.058109,0.0005,[-0.],[1534.058109],spliced_blc0001020304050607_guppi_57605_69108_Hip46733_0022.gpuspec.0000.h5,[44.726864]
884,GJ244,0.009566,1,1558.310721,0.0005,[-0.009566],[1558.310721],spliced_blc0001020304050607_guppi_57606_56448_Gj244_0045.gpuspec.0000.h5,[155.234229]
885,HIP47300,0.009566,1,1681.369582,0.0005,[-0.009566],[1681.369582],spliced_blc0001020304050607_guppi_57605_73612_Hip47300_0003.gpuspec.0000.h5,[10.005909]
886,HIP61100,0.009566,1,1554.767054,0.0005,[0.009566],[1554.767054],spliced_blc0001020304050607_guppi_57605_79759_Hip61100_0021.gpuspec.0000.h5,[15.443546]
887,HIP20713,0.009566,1,1529.6756779999994,0.0005,[-0.009566],[1529.675678],spliced_blc0001020304050607_guppi_57606_45815_Hip20713_0015.gpuspec.0000.h5,[19.366627]
888,HIP20713,0.009566,1,1681.434883,0.0005,[0.009566],[1681.434883],spliced_blc0001020304050607_guppi_57606_45815_Hip20713_0015.gpuspec.0000.h5,[10.817158]
889,HIP20901,0.009566,1,1527.986135,0.0005,[-0.009566],[1527.986135],spliced_blc0001020304050607_guppi_57606_50058_Hip20901_0027.gpuspec.0000.h5,[25.319001]
890,HIP20901,0.009566,1,1529.6438970000006,0.0005,[-0.009566],[1529.643897],spliced_blc0001020304050607_guppi_57606_50058_Hip20901_0027.gpuspec.0000.h5,[13.206966]
891,HIP20917,0.009566,1,1554.716427,0.0005,[-0.009566],[1554.716427],spliced_blc0001020304050607_guppi_57606_52150_Hip20917_0033.gpuspec.0000.h5,[103.952368]
892,HIP57493,0.009566,1,1812.47274,0.0005,[-0.009566],[1812.47274],spliced_blc0001020304050607_guppi_57605_75711_Hip57493_0009.gpuspec.0000.h5,[13.456224]
893,HIP56035,0.0,1,1554.664375,0.0005,[-0.],[1554.664375],spliced_blc0001020304050607_guppi_57626_66564_Hip56035_0015.gpuspec.0000.h5,[11.202698]
894,HIP63762,0.009566,1,1551.112122,0.0005,[0.009566],[1551.112122],spliced_blc0001020304050607_guppi_57626_75516_Hip63762_0024.gpuspec.0000.h5,[15.859064]
895,HIP85653,0.009566,1,1556.739676,0.0005,[0.009566],[1556.739676],spliced_blc0001020304050607_guppi_57676_79295_HIP85653_0033.gpuspec.0000.h5,[15.92981]
896,HIP85653,0.009566,1,1556.754026,0.0005,[0.009566],[1556.754026],spliced_blc0001020304050607_guppi_57676_79295_HIP85653_0033.gpuspec.0000.h5,[11.11177]
897,HIP85653,0.009566,1,1557.073971,0.0005,[0.009566],[1557.073971],spliced_blc0001020304050607_guppi_57676_79295_HIP85653_0033.gpuspec.0000.h5,[12.19075]
898,HIP98819,0.009566,1,1526.832626,0.0005,[0.009566],[1526.832626],spliced_blc0001020304050607_guppi_57676_83971_HIP98819_0045.gpuspec.0000.h5,[18.383044]
899,GJ1111,0.0,1,1545.622665,0.0005,[-0.],[1545.622665],spliced_blc0001020304050607_guppi_57677_36409_GJ1111_0003.gpuspec.0000.h5,[11.684367]
900,HIP36393,0.0,1,1535.35546,0.0005,[-0.],[1535.35546],spliced_blc0001020304050607_guppi_57677_40760_HIP36393_0015.gpuspec.0000.h5,[50.2563]
901,HIP36399,0.0,1,1540.780373,0.0005,[-0.],[1540.780373],spliced_blc0001020304050607_guppi_57677_43109_HIP36399_0021.gpuspec.0000.h5,[10.281469]
902,HIP40671,0.0,1,1527.949171,0.0005,[-0.],[1527.949171],spliced_blc0001020304050607_guppi_57677_45325_HIP40671_0027.gpuspec.0000.h5,[27.273197]
903,HIP40774,0.0,1,1556.5709060000006,0.0005,[-0.],[1556.570906],spliced_blc0001020304050607_guppi_57677_47620_HIP40774_0033.gpuspec.0000.h5,[10.495829]
904,HIP46509,0.0,1,1557.27685,0.0005,[-0.],[1557.27685],spliced_blc0001020304050607_guppi_57677_51897_HIP46509_0045.gpuspec.0000.h5,[15.796607]
905,HIP46509,0.0,1,1559.948721,0.0005,[-0.],[1559.948721],spliced_blc0001020304050607_guppi_57677_51897_HIP46509_0045.gpuspec.0000.h5,[11.409418]
906,HIP115341,0.009566,1,1549.776862,0.0005,[0.009566],[1549.776862],spliced_blc0001020304050607_guppi_57680_04649_HIP115341_0009.gpuspec.0000.h5,[10.086814]
907,HIP7981,0.009566,1,1681.496814,0.0005,[0.009566],[1681.496814],spliced_blc0001020304050607_guppi_57680_15520_HIP7981_0039.gpuspec.0000.h5,[14.445316]
908,HIP8051,0.009566,1,1100.027857,0.0005,[-0.009566],[1100.027857],spliced_blc0001020304050607_guppi_57680_17655_HIP8051_0045.gpuspec.0000.h5,[12.956998]
909,HIP85653,0.009566,1,1552.297432,0.0005,[0.009566],[1552.297432],spliced_blc0001020304050607_guppi_57676_79295_HIP85653_0033.gpuspec.0000.h5,[14.168534]
910,HIP85653,0.009566,1,1552.216616,0.0005,[0.009566],[1552.216616],spliced_blc0001020304050607_guppi_57676_79295_HIP85653_0033.gpuspec.0000.h5,[13.103414]
911,HIP85235,0.009566,1,1554.231444,0.0005,[0.009566],[1554.231444],spliced_blc0001020304050607_guppi_57676_77180_HIP85235_0027.gpuspec.0000.h5,[19.075861]
912,HIP85235,0.009566,1,1549.292193,0.0005,[0.009566],[1549.292193],spliced_blc0001020304050607_guppi_57676_77180_HIP85235_0027.gpuspec.0000.h5,[18.033037]
913,HIP77760,0.009566,1,1552.336078,0.0005,[0.009566],[1552.336078],spliced_blc0001020304050607_guppi_57664_81933_HIP77760_0033.gpuspec.0000.h5,[12.749818]
914,HIP98036,0.0,1,1554.152951,0.0005,[-0.],[1554.152951],spliced_blc0001020304050607_guppi_57665_02685_HIP98036_0051.gpuspec.0000.h5,[13.633914]
915,HIP100859,0.009566,1,1529.368929,0.0005,[0.009566],[1529.368929],spliced_blc0001020304050607_guppi_57667_83770_HIP100859_0009.gpuspec.0000.h5,[73.044987]
916,HIP101093,0.009566,1,1526.511066,0.0005,[0.009566],[1526.511066],spliced_blc0001020304050607_guppi_57667_85894_HIP101093_0015.gpuspec.0000.h5,[11.708958]
917,HIP101093,0.009566,1,1536.983022,0.0005,[0.009566],[1536.983022],spliced_blc0001020304050607_guppi_57667_85894_HIP101093_0015.gpuspec.0000.h5,[16.049605]
918,HIP8051,0.066965,1,1124.979811,0.0005,[0.066965],[1124.979811],spliced_blc0001020304050607_guppi_57680_17655_HIP8051_0045.gpuspec.0000.h5,[17.596657]
919,HIP101180,0.009566,1,1528.972615,0.0005,[0.009566],[1528.972615],spliced_blc0001020304050607_guppi_57668_00498_HIP101180_0018.gpuspec.0000.h5,[57.584988]
920,HIP101180,0.009566,1,1528.086253,0.0005,[0.009566],[1528.086253],spliced_blc0001020304050607_guppi_57972_20451_HIP101180_0032.gpuspec.0000.h5,[140.022433]
921,HIP84790,0.009566,1,1552.294437,0.0005,[0.009566],[1552.294437],spliced_blc0001020304050607_guppi_57676_68594_HIP84790_0003.gpuspec.0000.h5,[15.930717]
922,HIP84790,0.009566,1,1556.840893,0.0005,[0.009566],[1556.840893],spliced_blc0001020304050607_guppi_57676_68594_HIP84790_0003.gpuspec.0000.h5,[16.019512]
923,HIP84183,0.009566,1,1557.235049,0.0005,[0.009566],[1557.235049],spliced_blc0001020304050607_guppi_57676_72948_HIP84183_0015.gpuspec.0000.h5,[17.910501]
924,HIP84183,0.009566,1,1557.428056,0.0005,[0.009566],[1557.428056],spliced_blc0001020304050607_guppi_57676_72948_HIP84183_0015.gpuspec.0000.h5,[83.29453]
925,HIP84616,0.009566,1,1556.74865,0.0005,[0.009566],[1556.74865],spliced_blc0001020304050607_guppi_57676_75042_HIP84616_0021.gpuspec.0000.h5,[11.2368]
926,HIP85235,0.019133,1,1537.52715,0.0005,[0.019133],[1537.52715],spliced_blc0001020304050607_guppi_57676_77180_HIP85235_0027.gpuspec.0000.h5,[224.114127]
927,HIP101180,0.009566,1,1552.315732,0.0005,[0.009566],[1552.315732],spliced_blc0001020304050607_guppi_57668_00498_HIP101180_0018.gpuspec.0000.h5,[21.869317]
928,HIP8051,0.009566,1,1681.623682,0.0005,[0.009566],[1681.623682],spliced_blc0001020304050607_guppi_57680_17655_HIP8051_0045.gpuspec.0000.h5,[12.767067]
929,HIP102843,0.0,1,1529.604781,0.0005,[-0.],[1529.604781],spliced_blc0001020304050607_guppi_57683_04129_HIP102843_0009.gpuspec.0000.h5,[12.369751]
930,HIP102843,0.009566,1,1550.126564,0.0005,[0.009566],[1550.126564],spliced_blc0001020304050607_guppi_57683_04129_HIP102843_0009.gpuspec.0000.h5,[10.194101]
931,HIP86141,0.009566,1,1529.496577,0.0005,[0.009566],[1529.496577],spliced_blc0001020304050607_guppi_57710_62541_HIP86141_0009.gpuspec.0000.h5,[11.855211]
932,HIP86201,0.009566,1,1531.680303,0.0005,[0.009566],[1531.680303],spliced_blc0001020304050607_guppi_57710_64563_HIP86201_0015.gpuspec.0000.h5,[10.23654]
933,HIP86201,0.009566,1,1554.255741,0.0005,[0.009566],[1554.255741],spliced_blc0001020304050607_guppi_57710_64563_HIP86201_0015.gpuspec.0000.h5,[146.699701]
934,HIP86201,0.009566,1,1557.302554,0.0005,[0.009566],[1557.302554],spliced_blc0001020304050607_guppi_57710_64563_HIP86201_0015.gpuspec.0000.h5,[169.47323]
935,HIP86340,0.0,1,1530.942231,0.0005,[-0.],[1530.942231],spliced_blc0001020304050607_guppi_57710_72905_HIP86340_0002.gpuspec.0000.h5,[29.92562]
936,HIP86340,0.009566,1,1535.220548,0.0005,[0.009566],[1535.220548],spliced_blc0001020304050607_guppi_57710_72905_HIP86340_0002.gpuspec.0000.h5,[18.578875]
937,HIP86776,0.009566,1,1552.076926,0.0005,[0.009566],[1552.076926],spliced_blc0001020304050607_guppi_57710_75004_HIP86776_0008.gpuspec.0000.h5,[12.266265]
938,HIP85699,0.009566,1,1550.985904,0.0005,[0.009566],[1550.985904],spliced_blc0001020304050607_guppi_57710_60502_HIP85699_0003.gpuspec.0000.h5,[16.764604]
939,HIP86776,0.009566,1,1552.3377710000002,0.0005,[0.009566],[1552.337771],spliced_blc0001020304050607_guppi_57710_75004_HIP86776_0008.gpuspec.0000.h5,[14.481265]
940,HIP51658,0.0,1,1543.059731,0.0005,[-0.],[1543.059731],spliced_blc0001020304050607_guppi_57741_31620_HIP51658_0003.gpuspec.0000.h5,[11.695102]
941,HIP52600,0.009566,1,1527.591306,0.0005,[-0.009566],[1527.591306],spliced_blc0001020304050607_guppi_57741_38132_HIP52600_0021.gpuspec.0000.h5,[11.706398]
942,HIP52600,0.105231,1,1574.27445,0.0005,[-0.105231],[1574.27445],spliced_blc0001020304050607_guppi_57741_38132_HIP52600_0021.gpuspec.0000.h5,[20.237626]
943,HIP93408,0.0,1,1557.122433,0.0005,[-0.],[1557.122433],spliced_blc0001020304050607_guppi_57710_79214_HIP93408_0020.gpuspec.0000.h5,[10.046096]
944,HIP77760,0.009566,1,1552.088739,0.0005,[0.009566],[1552.088739],spliced_blc0001020304050607_guppi_57664_81933_HIP77760_0033.gpuspec.0000.h5,[15.038164]
945,HIP85699,0.009566,1,1527.804173,0.0005,[0.009566],[1527.804173],spliced_blc0001020304050607_guppi_57710_60502_HIP85699_0003.gpuspec.0000.h5,[217.893333]
946,HIP99764,0.009566,1,1554.55367,0.0005,[0.009566],[1554.55367],spliced_blc0001020304050607_guppi_57683_83804_HIP99764_0051.gpuspec.0000.h5,[19.770247]
947,HIP71181,0.009566,1,1530.564127,0.0005,[0.009566],[1530.564127],spliced_blc0001020304050607_guppi_57683_66682_HIP71181_0003.gpuspec.0000.h5,[24.299344]
948,HIP71181,0.009566,1,1554.8243220000006,0.0005,[0.009566],[1554.824322],spliced_blc0001020304050607_guppi_57683_66682_HIP71181_0003.gpuspec.0000.h5,[21.740208]
949,HIP85819,0.009566,1,1532.199869,0.0005,[0.009566],[1532.199869],spliced_blc0001020304050607_guppi_57683_68810_HIP85819_0009.gpuspec.0000.h5,[10.524678]
950,HIP85819,0.009566,1,1548.673606,0.0005,[0.009566],[1548.673606],spliced_blc0001020304050607_guppi_57683_68810_HIP85819_0009.gpuspec.0000.h5,[15.146067]
951,HIP85829,0.009566,1,1526.680724,0.0005,[0.009566],[1526.680724],spliced_blc0001020304050607_guppi_57683_70923_HIP85829_0015.gpuspec.0000.h5,[11.278879]
952,HIP85829,0.009566,1,1527.4912539999998,0.0005,[0.009566],[1527.491254],spliced_blc0001020304050607_guppi_57683_70923_HIP85829_0015.gpuspec.0000.h5,[12.05049]
953,HIP86036,0.009566,1,1531.621392,0.0005,[0.009566],[1531.621392],spliced_blc0001020304050607_guppi_57683_73021_HIP86036_0021.gpuspec.0000.h5,[25.929981]
954,HIP98698,0.009566,1,1550.94479,0.0005,[0.009566],[1550.94479],spliced_blc0001020304050607_guppi_57972_16160_HIP98698_0020.gpuspec.0000.h5,[37.783839]
955,HIP98698,0.009566,1,1551.040204,0.0005,[0.009566],[1551.040204],spliced_blc0001020304050607_guppi_57972_16160_HIP98698_0020.gpuspec.0000.h5,[91.869933]
956,HIP99742,0.009566,1,1529.5680550000006,0.0005,[0.009566],[1529.568055],spliced_blc0001020304050607_guppi_57683_81687_HIP99742_0045.gpuspec.0000.h5,[11.106398]
957,HIP99742,0.009566,1,1531.663584,0.0005,[0.009566],[1531.663584],spliced_blc0001020304050607_guppi_57683_81687_HIP99742_0045.gpuspec.0000.h5,[46.756484]
958,HIP99742,0.009566,1,1546.6923,0.0005,[0.009566],[1546.6923],spliced_blc0001020304050607_guppi_57683_81687_HIP99742_0045.gpuspec.0000.h5,[23.512163]
959,HIP99742,0.009566,1,1547.72561,0.0005,[0.009566],[1547.72561],spliced_blc0001020304050607_guppi_57683_81687_HIP99742_0045.gpuspec.0000.h5,[17.227768]
960,HIP86036,0.009566,1,1558.019978,0.0005,[0.009566],[1558.019978],spliced_blc0001020304050607_guppi_57683_73021_HIP86036_0021.gpuspec.0000.h5,[11.672732]
961,HIP77760,0.019133,1,1548.701629,0.0005,[0.019133],[1548.701629],spliced_blc0001020304050607_guppi_57664_81933_HIP77760_0033.gpuspec.0000.h5,[12.818727]
962,HIP80480,0.0,1,1542.888011,0.0005,[-0.],[1542.888011],spliced_blc0001020304050607_guppi_57664_77618_HIP80480_0021.gpuspec.0000.h5,[15.861363]
963,HIP29800,0.009566,1,1528.003614,0.0005,[-0.009566],[1528.003614],spliced_blc0001020304050607_guppi_57641_50118_HIP29800_0021.gpuspec.0000.h5,[32.416317]
964,HIP29800,0.009566,1,1529.427012,0.0005,[-0.009566],[1529.427012],spliced_blc0001020304050607_guppi_57641_50118_HIP29800_0021.gpuspec.0000.h5,[22.348912]
965,HIP29800,0.009566,1,1529.654327,0.0005,[-0.009566],[1529.654327],spliced_blc0001020304050607_guppi_57641_50118_HIP29800_0021.gpuspec.0000.h5,[63.741077]
966,HIP29800,0.009566,1,1530.728429,0.0005,[-0.009566],[1530.728429],spliced_blc0001020304050607_guppi_57641_50118_HIP29800_0021.gpuspec.0000.h5,[29.338651]
967,HIP29800,0.019133,1,1559.615359,0.0005,[0.019133],[1559.615359],spliced_blc0001020304050607_guppi_57641_50118_HIP29800_0021.gpuspec.0000.h5,[21.099243]
968,HIP57802,0.009566,1,1527.447003,0.0005,[-0.009566],[1527.447003],spliced_blc0001020304050607_guppi_57642_54998_Hip57802_0003.gpuspec.0000.h5,[14.551341]
969,HIP57802,0.009566,1,1530.299968,0.0005,[-0.009566],[1530.299968],spliced_blc0001020304050607_guppi_57642_54998_Hip57802_0003.gpuspec.0000.h5,[12.488919]
970,HIP57802,0.009566,1,1547.543001,0.0005,[-0.009566],[1547.543001],spliced_blc0001020304050607_guppi_57642_54998_Hip57802_0003.gpuspec.0000.h5,[13.151428]
971,HIP44955,0.08609800000000001,1,1124.993068,0.0005,[-0.086098],[1124.993068],spliced_blc0001020304050607_guppi_57642_59377_Hip44955_0015.gpuspec.0000.h5,[62.991124]
972,HIP44955,0.009566,1,1527.661323,0.0005,[-0.009566],[1527.661323],spliced_blc0001020304050607_guppi_57642_59377_Hip44955_0015.gpuspec.0000.h5,[11.536287]
973,HIP44955,0.009566,1,1546.923129,0.0005,[-0.009566],[1546.923129],spliced_blc0001020304050607_guppi_57642_59377_Hip44955_0015.gpuspec.0000.h5,[14.696644]
974,HIP28614,0.009566,1,1557.536845,0.0005,[-0.009566],[1557.536845],spliced_blc0001020304050607_guppi_57641_45928_HIP28614_0009.gpuspec.0000.h5,[22.671302]
975,HIP27207,0.009566,1,1533.282434,0.0005,[-0.009566],[1533.282434],spliced_blc0001020304050607_guppi_57641_39567_HIP27207_0021.gpuspec.0000.h5,[12.973841]
976,HIP27207,0.009566,1,1529.712944,0.0005,[-0.009566],[1529.712944],spliced_blc0001020304050607_guppi_57641_39567_HIP27207_0021.gpuspec.0000.h5,[21.563153]
977,HIP59504,0.009566,1,1533.287605,0.0005,[0.009566],[1533.287605],spliced_blc0001020304050607_guppi_57636_73944_HIP59504_0045.gpuspec.0000.h5,[13.49542]
978,HIP59504,0.009566,1,1552.325785,0.0005,[0.009566],[1552.325785],spliced_blc0001020304050607_guppi_57636_73944_HIP59504_0045.gpuspec.0000.h5,[14.518692]
979,HIP59504,0.009566,1,1557.943879,0.0005,[0.009566],[1557.943879],spliced_blc0001020304050607_guppi_57636_73944_HIP59504_0045.gpuspec.0000.h5,[11.238303]
980,HIP59504,0.0,1,1558.138677,0.0005,[-0.],[1558.138677],spliced_blc0001020304050607_guppi_57636_73944_HIP59504_0045.gpuspec.0000.h5,[11.368696]
981,HIP43852,0.009566,1,1540.527269,0.0005,[-0.009566],[1540.527269],spliced_blc1011121314151617_guppi_57927_65184_HIP43852_0014.gpuspec.0000.h5,[10.108999]
982,HIP5310,0.009566,1,1527.371817,0.0005,[0.009566],[1527.371817],spliced_blc0001020304050607_guppi_57640_13746_HIP5310_0009.gpuspec.0000.h5,[94.6252]
